"JobId","Type","State","Status","StateDetails","JobPolicy","Client","JobSchedule","Kilobytes","MediaServer","KB/Sec","EndTime","StartTime","MasterServer","Has_Breached"
"72507","Backup","Done","0","","CHD_HNAS","CHDVPRDHNAS05","Daily_Incr","6105344","chdpprddnbu09-bkp.msn00.oneamerica.com","40710","7/10/2018 19:03:00","7/10/2018 19:00:00","chdpprddnbu01-bkp","NO"
"72515","Snapshot","Done","0","","CHD_VADP_01","CVPHDSHITRACK","-","","chdpprddnbu08-bkp.msn00.oneamerica.com","","7/10/2018 19:07:00","7/10/2018 19:00:00","chdpprddnbu01-bkp","NO"
"72514","Snapshot","Done","0","","CHD_VADP_01","CVPW000DHCP01","-","","chdpprddnbu08-bkp.msn00.oneamerica.com","","7/10/2018 19:07:00","7/10/2018 19:00:00","chdpprddnbu01-bkp","NO"
"72513","Snapshot","Done","0","","CHD_VADP_01","CVPW000DHCP02","-","","chdpprddnbu08-bkp.msn00.oneamerica.com","","7/10/2018 19:07:00","7/10/2018 19:00:00","chdpprddnbu01-bkp","NO"
"72512","Snapshot","Done","0","","CHD_VADP_01","CHDVPRDWDLP01","-","","chdpprddnbu08-bkp.msn00.oneamerica.com","","7/10/2018 19:09:00","7/10/2018 19:00:00","chdpprddnbu01-bkp","NO"
"72509","Snapshot","Done","0","","CHD_VADP_01","CHDVPRDWDLP03","-","","chdpprddnbu08-bkp.msn00.oneamerica.com","","7/10/2018 19:08:00","7/10/2018 19:00:00","chdpprddnbu01-bkp","NO"
"72505","Snapshot","Done","0","","CHD_VADP_01","CVPLAVYCEPM01","-","","chdpprddnbu08-bkp.msn00.oneamerica.com","","7/10/2018 19:05:00","7/10/2018 19:00:00","chdpprddnbu01-bkp","NO"
"72502","Snapshot","Done","0","","CHD_VADP_01","CVPLAVYCAES01","-","","chdpprddnbu08-bkp.msn00.oneamerica.com","","7/10/2018 19:02:00","7/10/2018 19:00:00","chdpprddnbu01-bkp","NO"
"72500","Snapshot","Done","0","","CHD_VADP_01","CVPLAVYCMP002","-","","chdpprddnbu08-bkp.msn00.oneamerica.com","","7/10/2018 19:02:00","7/10/2018 19:00:00","chdpprddnbu01-bkp","NO"
"72499","Snapshot","Done","0","","CHD_VADP_01","CVPLAVYCMP001","-","","chdpprddnbu08-bkp.msn00.oneamerica.com","","7/10/2018 19:02:00","7/10/2018 19:00:00","chdpprddnbu01-bkp","NO"
